Name,Energy Type,Set Name,Set Code,Card Number,Card Type,HP,Attacks,Weakness,Retreat Cost,Illustrator,Flavor Text,Image URL,Rarity,Pack,Local Image Path
Lickitung,Colorless,Shining Revelry,A2b,62,Pokémon - Basic,80,"[{'name': 'Rollout', 'cost': ['CC'], 'damage': '30', 'effect': ''}]",Fighting,2,Sumiyoshi Kizuki,"If this Pokémon’s sticky saliva gets on you and you don’t clean it off, an intense itch will set in. The itch won’t go away, either.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_062_EN.webp,◊,,cards/shining-revelry/62.webp
Lickilicky,Colorless,Shining Revelry,A2b,63,Pokémon - Stage 1 - Evolves from Lickitung,130,"[{'name': 'Rollout', 'cost': ['CCC'], 'damage': '70', 'effect': ''}]",Fighting,3,Suwama Chiaki,Lickilicky’s strange tongue can stretch to many times the length of its body. No one has figured out how Lickilicky’s tongue can stretch so far.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_063_EN.webp,◊,,cards/shining-revelry/63.webp
Bidoof,Colorless,Shining Revelry,A2b,64,Pokémon - Basic,70,"[{'name': 'Headbutt', 'cost': ['CC'], 'damage': '30', 'effect': ''}]",Fighting,2,Sekio,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_064_EN.webp,◊,,cards/shining-revelry/64.webp
Bibarel ex,Colorless,Shining Revelry,A2b,65,Pokémon - Stage 1 - Evolves from Bidoof,160,"[{'name': 'Carefree Press', 'cost': ['CCCC'], 'damage': '100', 'effect': 'Heal 30 damage from this Pokémon.'}]",Fighting,3,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_065_EN.webp,◊◊◊◊,,cards/shining-revelry/65.webp
Buneary,Colorless,Shining Revelry,A2b,66,Pokémon - Basic,50,"[{'name': 'Pound', 'cost': ['C'], 'damage': '20', 'effect': ''}]",Fighting,1,Kagemaru Himeno,"If both of Buneary’s ears are rolled up, something is wrong with its body or mind. It’s a sure sign the Pokémon is in need of care.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_066_EN.webp,◊,,cards/shining-revelry/66.webp
Lopunny,Colorless,Shining Revelry,A2b,67,Pokémon - Stage 1 - Evolves from Buneary,100,"[{'name': 'Hopping Shot', 'cost': ['C'], 'damage': '30', 'effect': ''}]",Fighting,1,Minahamu,"Lopunny is constantly monitoring its surroundings. If danger approaches, this Pokémon responds with superdestructive kicks.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_067_EN.webp,◊,,cards/shining-revelry/67.webp
Cyclizar,Colorless,Shining Revelry,A2b,68,Pokémon - Basic,80,"[{'name': 'Overacceleration', 'cost': ['C'], 'damage': '20', 'effect': ""During your next turn, this Pokémon's Overacceleration attack does +20 damage.""}]",Fighting,1,HAGIYA Kaoru,"Apparently Cyclizar has been allowing people to ride on its back since ancient times. Depictions of this have been found in 10,000-year-old murals.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_068_EN.webp,◊◊,,cards/shining-revelry/68.webp
Iono,,Shining Revelry,A2b,69,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Each player shuffles the cards in their hand into their deck, then draws that many cards. Illustrated bysaino misaki'}]",,,saino misaki,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_069_EN.webp,◊◊,,cards/shining-revelry/69.webp
Pokémon Center Lady,,Shining Revelry,A2b,70,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Heal 30 damage from 1 of your Pokémon, and it recovers from all Special Conditions. Illustrated bySusumu Maeya'}]",,,Susumu Maeya,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_070_EN.webp,◊◊,,cards/shining-revelry/70.webp
Red,,Shining Revelry,A2b,71,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': ""During this turn, attacks used by your Pokémon do +20 damage to your opponent's Active Pokémon ex. Illustrated byTeeziro""}]",,,Teeziro,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_071_EN.webp,◊◊,,cards/shining-revelry/71.webp
Team Rocket Grunt,,Shining Revelry,A2b,72,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': ""Flip a coin until you get tails. For each heads, discard a random Energy from your opponent's Active Pokémon. Illustrated bykantaro""}]",,,kantaro,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_072_EN.webp,◊◊,,cards/shining-revelry/72.webp
Meowscarada,Grass,Shining Revelry,A2b,73,Pokémon - Stage 2 - Evolves from Floragato,140,"[{'name': 'Fighting Claws', 'cost': ['GG'], 'damage': '60+', 'effect': ""If your opponent's Active Pokémon is a Pokémon ex, this attack does 70 more damage.""}]",Fire,1,danciao,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_073_EN.webp,☆,,cards/shining-revelry/73.webp
Buizel,Water,Shining Revelry,A2b,74,Pokémon - Basic,70,"[{'name': 'Water Gun', 'cost': ['W'], 'damage': '10', 'effect': ''}]",Lightning,1,Shimaris Yukichi,"It inflates its flotation sac, keeping its face above water in order to watch for prey movement.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_074_EN.webp,☆,,cards/shining-revelry/74.webp
Tatsugiri,Water,Shining Revelry,A2b,75,Pokémon - Basic,70,"[{'name': 'Rain Splash', 'cost': ['W'], 'damage': '20', 'effect': ''}]",Lightning,1,cochi8i,This is a small dragon Pokémon. It lives inside the mouth of Dondozo to protect itself from enemies on the outside.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_075_EN.webp,☆,,cards/shining-revelry/75.webp
Grafaiai,Darkness,Shining Revelry,A2b,76,Pokémon - Stage 1 - Evolves from Shroodle,90,"[{'name': 'Bite', 'cost': ['DD'], 'damage': '40', 'effect': ''}]",Fighting,1,Teeziro,The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_076_EN.webp,☆,,cards/shining-revelry/76.webp
Gholdengo,Metal,Shining Revelry,A2b,77,Pokémon - Stage 1 - Evolves from Gimmighoul,120,"[{'name': 'Scintillating Surfing', 'cost': ['MCC'], 'damage': '50x', 'effect': 'Flip a coin for each [M] Energy attached to this Pokémon. This attack does 50 damage for each heads.'}]",Fire,2,Jerky,"Its body seems to be made up of 1,000 coins. This Pokémon gets along well with others and is quick to make friends with anybody.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_077_EN.webp,☆,,cards/shining-revelry/77.webp
Wigglytuff,Colorless,Shining Revelry,A2b,78,Pokémon - Stage 1 - Evolves from Jigglypuff,100,"[{'name': 'Gentle Slap', 'cost': ['CC'], 'damage': '50', 'effect': ''}]",Fighting,2,5ban Graphics,"It has a very fine fur. Take care not to make it angry, or it may inflate steadily and hit with a body slam.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_078_EN.webp,☆,,cards/shining-revelry/78.webp
Beedrill ex,Grass,Shining Revelry,A2b,79,Pokémon - Stage 2 - Evolves from Kakuna,170,"[{'name': 'Crushing Spear', 'cost': ['GG'], 'damage': '80', 'effect': ""Discard a random Energy from your opponent's Active Pokémon.""}]",Fire,1,PLANETA Igarashi,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_079_EN.webp,☆☆,,cards/shining-revelry/79.webp
Charizard ex,Fire,Shining Revelry,A2b,80,Pokémon - Stage 2 - Evolves from Charmeleon,180,"[{'name': 'Stoke', 'cost': ['R'], 'damage': '0', 'effect': 'Take 3 [R] Energy from your Energy Zone and attach it to this Pokémon.'}, {'name': 'Steam Artillery', 'cost': ['RRRCC'], 'damage': '150', 'effect': ''}]",Water,3,PLANETA Igarashi,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_080_EN.webp,☆☆,,cards/shining-revelry/80.webp
Wugtrio ex,Water,Shining Revelry,A2b,81,Pokémon - Stage 1 - Evolves from Wiglett,140,"[{'name': 'Pop Out Throughout', 'cost': ['WWW'], 'damage': '0', 'effect': ""1 of your opponent's Pokémon is chosen at random 3 times. For each time a Pokémon was chosen, do 50 damage to it.""}]",Lightning,1,PLANETA Tsuji,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_081_EN.webp,☆☆,,cards/shining-revelry/81.webp
Pikachu ex,Lightning,Shining Revelry,A2b,82,Pokémon - Basic,120,"[{'name': 'Thunderbolt', 'cost': ['LLL'], 'damage': '150', 'effect': 'Discard all Energy from this Pokémon.'}]",Fighting,1,PLANETA Igarashi,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_082_EN.webp,☆☆,,cards/shining-revelry/82.webp
Giratina ex,Psychic,Shining Revelry,A2b,83,Pokémon - Basic,150,"[{'name': 'Chaotic Impact', 'cost': ['PPPC'], 'damage': '130', 'effect': 'This Pokémon also does 20 damage to itself.'}]",Darkness,2,PLANETA Yamashita,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_083_EN.webp,☆☆,,cards/shining-revelry/83.webp
Lucario ex,Fighting,Shining Revelry,A2b,84,Pokémon - Stage 1 - Evolves from Riolu,150,"[{'name': 'Aura Sphere', 'cost': ['FFF'], 'damage': '100', 'effect': ""This attack also does 30 damage to 1 of your opponent's Benched Pokémon.""}]",Psychic,2,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_084_EN.webp,☆☆,,cards/shining-revelry/84.webp
Paldean Clodsire ex,Darkness,Shining Revelry,A2b,85,Pokémon - Stage 1 - Evolves from Paldean Wooper,160,"[{'name': 'Venoshock', 'cost': ['DD'], 'damage': '60+', 'effect': ""If your opponent's Active Pokémon is Poisoned, this attack does 60 more damage.""}]",Fighting,3,PLANETA Igarashi,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_085_EN.webp,☆☆,,cards/shining-revelry/85.webp
Tinkaton ex,Metal,Shining Revelry,A2b,86,Pokémon - Stage 2 - Evolves from Tinkatuff,170,"[{'name': 'Terrific Thumping', 'cost': ['MMC'], 'damage': '80+', 'effect': 'Flip a coin. If heads, this attack does 80 more damage.'}]",Fire,2,PLANETA Igarashi,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_086_EN.webp,☆☆,,cards/shining-revelry/86.webp
Bibarel ex,Colorless,Shining Revelry,A2b,87,Pokémon - Stage 1 - Evolves from Bidoof,160,"[{'name': 'Carefree Press', 'cost': ['CCCC'], 'damage': '100', 'effect': 'Heal 30 damage from this Pokémon.'}]",Fighting,3,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_087_EN.webp,☆☆,,cards/shining-revelry/87.webp
Iono,,Shining Revelry,A2b,88,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Each player shuffles the cards in their hand into their deck, then draws that many cards. Illustrated bysaino misaki'}]",,,saino misaki,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_088_EN.webp,☆☆,,cards/shining-revelry/88.webp
Pokémon Center Lady,,Shining Revelry,A2b,89,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Heal 30 damage from 1 of your Pokémon, and it recovers from all Special Conditions. Illustrated bySusumu Maeya'}]",,,Susumu Maeya,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_089_EN.webp,☆☆,,cards/shining-revelry/89.webp
Red,,Shining Revelry,A2b,90,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': ""During this turn, attacks used by your Pokémon do +20 damage to your opponent's Active Pokémon ex. Illustrated byTeeziro""}]",,,Teeziro,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_090_EN.webp,☆☆,,cards/shining-revelry/90.webp
Team Rocket Grunt,,Shining Revelry,A2b,91,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': ""Flip a coin until you get tails. For each heads, discard a random Energy from your opponent's Active Pokémon. Illustrated bykantaro""}]",,,kantaro,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_091_EN.webp,☆☆,,cards/shining-revelry/91.webp
Pikachu ex,Lightning,Shining Revelry,A2b,92,Pokémon - Basic,120,"[{'name': 'Thunderbolt', 'cost': ['LLL'], 'damage': '150', 'effect': 'Discard all Energy from this Pokémon.'}]",Fighting,1,You Iribi,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_092_EN.webp,☆☆,,cards/shining-revelry/92.webp
Paldean Clodsire ex,Darkness,Shining Revelry,A2b,93,Pokémon - Stage 1 - Evolves from Paldean Wooper,160,"[{'name': 'Venoshock', 'cost': ['DD'], 'damage': '60+', 'effect': ""If your opponent's Active Pokémon is Poisoned, this attack does 60 more damage.""}]",Fighting,3,REND,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_093_EN.webp,☆☆,,cards/shining-revelry/93.webp
Tinkaton ex,Metal,Shining Revelry,A2b,94,Pokémon - Stage 2 - Evolves from Tinkatuff,170,"[{'name': 'Terrific Thumping', 'cost': ['MMC'], 'damage': '80+', 'effect': 'Flip a coin. If heads, this attack does 80 more damage.'}]",Fire,2,kurumitsu,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_094_EN.webp,☆☆,,cards/shining-revelry/94.webp
Bibarel ex,Colorless,Shining Revelry,A2b,95,Pokémon - Stage 1 - Evolves from Bidoof,160,"[{'name': 'Carefree Press', 'cost': ['CCCC'], 'damage': '100', 'effect': 'Heal 30 damage from this Pokémon.'}]",Fighting,3,USGMEN,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_095_EN.webp,☆☆,,cards/shining-revelry/95.webp
Giratina ex,Psychic,Shining Revelry,A2b,96,Pokémon - Basic,150,"[{'name': 'Chaotic Impact', 'cost': ['PPPC'], 'damage': '130', 'effect': 'This Pokémon also does 20 damage to itself.'}]",Darkness,2,Shinji Kanda,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_096_EN.webp,☆☆☆,,cards/shining-revelry/96.webp
Weedle,Grass,Shining Revelry,A2b,97,Pokémon - Basic,50,"[{'name': 'Multiply', 'cost': ['G'], 'damage': '0', 'effect': 'Put 1 random Weedle from your deck onto your Bench.'}]",Fire,1,Sanosuke Sakuma,"Often found in forests and grasslands. It has a sharp, toxic barb of around two inches on top of its head.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_097_EN.webp,✵,,cards/shining-revelry/97.webp
Kakuna,Grass,Shining Revelry,A2b,98,Pokémon - Stage 1 - Evolves from Weedle,80,"[{'name': 'String Shot', 'cost': ['G'], 'damage': '20', 'effect': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]",Fire,2,Sanosuke Sakuma,"Almost incapable of moving, this Pokémon can only harden its shell to protect itself when it is in danger.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_098_EN.webp,✵,,cards/shining-revelry/98.webp
Charmander,Fire,Shining Revelry,A2b,99,Pokémon - Basic,60,"[{'name': 'Combustion', 'cost': ['R'], 'damage': '20', 'effect': ''}]",Water,1,Souichirou Gunjima,"It has a preference for hot things. When it rains, steam is said to spout from the tip of its tail.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_099_EN.webp,✵,,cards/shining-revelry/99.webp
Charmeleon,Fire,Shining Revelry,A2b,100,Pokémon - Stage 1 - Evolves from Charmander,90,"[{'name': 'Combustion', 'cost': ['RR'], 'damage': '40', 'effect': ''}]",Water,2,Souichirou Gunjima,"It has a barbaric nature. In battle, it whips its fiery tail around and slashes away with sharp claws.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_100_EN.webp,✵,,cards/shining-revelry/100.webp
Wiglett,Water,Shining Revelry,A2b,101,Pokémon - Basic,60,"[{'name': 'Spring Out', 'cost': ['W'], 'damage': '0', 'effect': ""1 of your opponent's Pokémon is chosen at random. Do 30 damage to it.""}]",Lightning,1,Souichirou Gunjima,This Pokémon can pick up the scent of a Veluza just over 65 feet away and will hide itself in the sand.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_101_EN.webp,✵,,cards/shining-revelry/101.webp
Dondozo,Water,Shining Revelry,A2b,102,Pokémon - Basic,120,"[{'name': 'Ocean Cyclone', 'cost': ['WWCC'], 'damage': '80', 'effect': ""This attack also does 10 damage to each of your opponent's Benched Pokémon.""}]",Lightning,3,GOSSAN,"This Pokémon is a glutton, but it’s bad at getting food. It teams up with a Tatsugiri to catch prey.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_102_EN.webp,✵,,cards/shining-revelry/102.webp
Pachirisu,Lightning,Shining Revelry,A2b,103,Pokémon - Basic,70,"[{'name': 'Plasma', 'cost': ['L'], 'damage': '10', 'effect': 'Take a [L] Energy from your Energy Zone and attach it to 1 of your Benched [L] Pokémon.'}]",Fighting,1,Tomowaka,It’s one of the kinds of Pokémon with electric cheek pouches. It shoots charges from its tail.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_103_EN.webp,✵,,cards/shining-revelry/103.webp
Riolu,Fighting,Shining Revelry,A2b,104,Pokémon - Basic,70,"[{'name': 'Punch', 'cost': ['FF'], 'damage': '40', 'effect': ''}]",Psychic,1,GOSSAN,They communicate with one another using their auras. They are able to run all through the night.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_104_EN.webp,✵,,cards/shining-revelry/104.webp
Varoom,Metal,Shining Revelry,A2b,105,Pokémon - Basic,70,"[{'name': 'Headbutt', 'cost': ['M'], 'damage': '10', 'effect': ''}]",Fire,1,nagimiso,It is said that this Pokémon was born when an unknown poison Pokémon entered and inspirited an engine left at a scrap-processing factory.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_105_EN.webp,✵,,cards/shining-revelry/105.webp
Revavroom,Metal,Shining Revelry,A2b,106,Pokémon - Stage 1 - Evolves from Varoom,110,"[{'name': 'Spinning Drift', 'cost': ['MMC'], 'damage': '70', 'effect': ""Flip a coin. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokémon.""}]",Fire,2,nagimiso,It creates a gas out of poison and minerals from rocks. It then detonates the gas in its cylinders— now numbering eight—to generate energy.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_106_EN.webp,✵,,cards/shining-revelry/106.webp
Beedrill ex,Grass,Shining Revelry,A2b,107,Pokémon - Stage 2 - Evolves from Kakuna,170,"[{'name': 'Crushing Spear', 'cost': ['GG'], 'damage': '80', 'effect': ""Discard a random Energy from your opponent's Active Pokémon.""}]",Fire,1,PLANETA Igarashi,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_107_EN.webp,✵✵,,cards/shining-revelry/107.webp
Charizard ex,Fire,Shining Revelry,A2b,108,Pokémon - Stage 2 - Evolves from Charmeleon,180,"[{'name': 'Stoke', 'cost': ['R'], 'damage': '0', 'effect': 'Take 3 [R] Energy from your Energy Zone and attach it to this Pokémon.'}, {'name': 'Steam Artillery', 'cost': ['RRRCC'], 'damage': '150', 'effect': ''}]",Water,3,PLANETA Igarashi,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2b/A2b_108_EN.webp,✵✵,,cards/shining-revelry/108.webp
